@relation corpus_final

@attribute corpus string
@attribute TLD {China,Germany,India,Japan,Pakistan}

@data
' The launch of the H IIA Launch Vehicle No. 23 with the core observatory for the Global Precipitation Measurement mission aboard was successfully performed at 3 37 a.m. on February 28  Fri.  2014  JST . The launch vehicle flew normally and separated the GPM core observatory at about 15 minutes and 57 seconds after liftoff. The GPM core observatory will conduct critical phase operations. We await your support messages  ',Japan
' Feb. 24 2014 Updated Precise Global Digital 3D Map ALOS World 3D Homepage ',Japan
' JAXA is starting to process the precise global digital 3D map using some 3 million data images acquired by the Advanced Land Observing Satellite DAICHI  ALOS . The digital 3D map to be compiled this time has the world s best precision of five meters in spatial resolution with five meters height accuracy that enables us to express land terrain all over the world. Hence its strong character will prove useful in various areas including mapping damage prediction of a natural disaster water resource research etc. ',Japan
' Feb. 3 2014 Updated NOAA utilizes SHIZUKU data for typhoon monitoring ',Japan
' The National Oceanic and Atmospheric Administration  NOAA  announced that it will utilize observation data acquired by the Advanced Microwave Scanning Radiometer 2  AMSR2  aboard the Global Change Observation Mission 1 Water SHIZUKU   GCOM W1  from June 1 2014 to monitor the birth and development of a tropical low pressure system. JAXA and NOAA signed the Memorandum of Understanding  MOU  on GCOM data application in 2011 and NOAA uses such data while transmitting AMSR2 data through its ground station to JAXA. While the inside structure of a typhoon cannot be clarified through cloud images taken by visible rays or infrared light observations AMSR2 s microwave observations can clearly capture images through clouds. When the Philippines was harshly damaged by the 30th typhoon in November 2013 the NOAA Hurricane Center utilized AMSR2 s observation data to specify its location and precipitation volume and to analyze its structure. As a result of the application at that time AMSR2 s observation data was recognized as suitable and useful for measuring a strong typhoon such as the 30th typhoon last year thus improving weather forecast precision. JAXA keeps working hard to develop the means to apply its precious satellite observation data in useful ways. ',Japan
' Jan. 17 2014 Updated GPM core observatory revealed to the media ',Japan
' On January 17  Fri.  the GPM core observatory was shown to the media in the Spacecraft Test and Assembly Building 2  STA2  at the Tanegashima Space Center  TNSC . The observatory was transported to the TNSC from the U.S. on Nov. 27 and its launch preparations at the launch site will continue ahead of its departure to space sometime between 3 07 a.m. and 5 07 a.m. on February 28 by the H IIA Launch Vehicle No. 23. Updated information about the preparation status in a timely manner is available on the GPM DPR special site. Your continued support is appreciated  ',Japan
' Jan. 10 2014 Updated Instantaneous heater in space ',Japan
' A research group led by Researcher Hiroya Yamaguchi at the NASA Goddard Space Center captured for the first time in the world proof of instantaneous electron heating to about 200 million degrees Celsius by shock waves ofTycho Brahe s Supernova remnant  generated by an explosion 422 years ago. This finding is an epoch making achievement attained thanks to the combination of high quality data obtained by the X ray astronomy satellite Suzaku  and the theoretical technique developed by the research group who took full advantage of the latest physics. This development takes a huge step forward toward the clarification of collisionless electron heating  which constantly exists in space. This achievement was published in the American science magazine The Astrophysical Journal   Vol. 780 issued on Jan 10 2014  as well as introduced in other media including Astronomy.  ',Japan
' Dec. 2 2013 Updated AMSR E Slow Rotation Data has been released ',Japan
' The AMSR E automatically halted its observations and rotation on October 4 2011  UTC  due to increased rotation friction. After then NASA and JAXA began to analyze the situation and had been seeking for the way to restart AMSR E observation. And on December 4 2012  UTC  the AMSR E restarted its observations and rotation with slow rotation  2 rotations per minute . JAXA completed initial radiometric and geometric correction for slow rotation data and now AMSR E Slow Rotation Data is available to public users. This data is useful for users who cross calibrate AMSR E with other radiometers and who try to research using new feature by slow rotation and so on. This data is not JAXA s standard product. AMSR2 Standard Product is available for general user. ',Japan
' Nov. 28 2013 Updated Satoshi Kogure Awarded with Leadership Award in GPS World 2013 ',Japan
' Satoshi Kogure mission manager of the Satellite System Technology Unit was awarded with GPS World 2013 Leadership Award  Satellite Division  hosted by GPS World. The award is given annually to the most distinguished figure in the Departments of Satellite Signals Services and Product. The voting process was taken by GPS editors and 40 experts. Kogure took part in the initiation of Multi gnss Advanced Demonstration tool for Orbit  and Clock Analysis  MADOCA  since 2001 in the development of the first Quasi Zenith Satellite MICHIBIKI which was launched in 2010. He has also led the technological development of GNSS such as GPS and Galileo in cooperation with other pertinent countries and has promoted the application of the satellite technologies. The ceremony was held on September 19 2014 at Hermitage Hotel Nashville TN USA. ',Japan
' Nov. 20 2013 Updated Hayabusa2 Small Carry on Impactor undergoes test ',Japan
' Hayabusa2 s Small Carry on Impactor  SCI  underwent a test in October 2013. The SCI is a device to create an artificial crater of the asteroid 1999JU3 which the Hayabusa 2 will travel toward. By making and observing an artificial crater we can acquire data not only about the surface but also about the inside of the asteroid. In addition by sampling near the crater we can collect inside samples of the asteroid. Hayabusa2 applies a method to throw a metal projectile against the asteroid with high speed to create an artificial crater. Through the test this time we confirmed the accelerating part of the projectile while aiming to verify if its speed configuration and thrown direction precision met the design when the pyrotechnics which were comparable to those of actual ones for the flight were ignited to set off the projectile. The test results were very impressive as the speed and configuration were almost as designed and the direction precision was also good as the SCI precisely hit a target that was 100 meters away. We were able to successfully complete the performance confirmation test of the SCI pyrotechnic part. ',Japan
' Oct. 31 2013 Updated Suzaku clarifies explosive period of heavy elements for first time ',Japan
